Rank,Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,LeaderboardSubmissionStatusType,RankingScore,UserId
1,CodeMachine,1693539441596,3,23752,23468,71257,0.0,0,0,0,1,SUCCESS,71257,b_WzN_r8ToGPle_8bl2tMA
2,TheGreatMax#1,1693530669503,3,24335,20925,73006,1.0,0,3,3,3,SUCCESS,73006,_lLRY-ShQyG1-SUhAeHzlQ
3,Langley-BIP,1693532180979,3,25422,23993,76267,0.3333333333333333,0,1,1,1,SUCCESS,76267,8JXLSKkhQVin2JwAVdbPzw
4,ITS-Kura,1693543431282,3,26551,26409,79655,0.0,0,0,0,2,SUCCESS,79655,0KlPowM7Rsm-6depdUzXOg
5,Berbbobs,1693527306499,3,27460,26004,82380,0.3333333333333333,0,1,1,2,SUCCESS,82380,bt0g0Yx0R7KyvbtojGlP4A
6,EasyCruising,1693527102296,3,28537,26794,85613,0.3333333333333333,0,1,1,1,SUCCESS,85613,UarPLMz5QN2gALpvKtBGOA
7,JPMC-HYD-SmartAccelerators,1693539850889,3,30332,28397,90997,0.3333333333333333,0,1,1,1,SUCCESS,90997,6jJ_fiuUQb2PZXOGkr3V7g
8,ITS-yam,1693528801965,3,30470,28260,91410,0.6666666666666666,0,2,2,1,SUCCESS,91410,4VWteXpBTQePbAKgQCbTjw
9,NotIntendedForHighwayUse,1693534536554,3,31309,29929,93928,0.3333333333333333,0,1,1,1,SUCCESS,93928,auRW3knZQzuontcriWRF2w
10,Joepcy,1693540770749,3,31747,29383,95243,0.6666666666666666,0,2,2,4,SUCCESS,95243,4MbIsBizSqWbN4JZ_YMgvg
11,amkerr-Cheaty-McCheatface,1693534625931,3,32781,31669,98344,1.3333333333333333,0,4,4,1,SUCCESS,98344,2R1bsOUiRceGpNP9wKliAw
12,ais,1693537904473,3,32966,29982,98898,1.0,0,3,3,5,SUCCESS,98898,tfVQ2sN1TpSclKJdUsshSA
13,XtremeRacer,1693542573604,3,32975,32066,98926,0.0,0,0,0,1,SUCCESS,98926,lrpSThdeT-28Mo_GGYKFQQ
14,GroupBTeamA,1693533869451,3,33265,31729,99797,0.3333333333333333,0,1,1,1,SUCCESS,99797,7J7DkEoLQpWaSyQ8hbT9mA
15,Zeddx,1693543810495,3,33929,30986,101789,1.0,0,3,3,1,SUCCESS,101789,lB7OvrjXS7CM0NMeM6IDPg
16,SuperSpeed,1693542555299,3,34714,32994,104144,0.3333333333333333,0,1,1,1,SUCCESS,104144,rrvpIT85SiutUEtx03yQ_A
17,ZKRacers-raiayuay-Powai,1693541790262,3,35117,32525,105352,1.6666666666666667,0,5,5,2,SUCCESS,105352,lPAKjgaDR8mzw5SpPQ08lQ
18,JackA,1693535942521,3,35724,34532,107174,0.3333333333333333,0,1,1,3,SUCCESS,107174,enyR-RkmQm6jQopzv4YfLQ
19,zzg,1693532305693,3,36086,32931,108259,3.0,0,9,9,1,SUCCESS,108259,dgJgsyw2SL-ozyo4T1b-QA
20,ASCIIOrder#1674,1693527785259,3,36552,35196,109658,1.0,0,3,3,1,SUCCESS,109658,p4mBVl_9SXCXSLwaQQAUIw
21,TPC-Tech,1693527901672,3,37140,32258,111422,2.6666666666666665,0,8,8,1,SUCCESS,111422,iEfWhIPLS865MMzpmLNdqQ
22,chromebookdev,1693532128232,3,37242,31858,111728,2.3333333333333335,0,7,7,3,SUCCESS,111728,Zk9SWS7MRzWcIKcpC1DWcw
23,Rukhsar-Bakhtaj,1693529583796,3,37371,33919,112115,2.0,0,6,6,3,SUCCESS,112115,681NkhJESxmvjFnSCfz6OQ
24,PTSS-Raptor,1693542001238,3,37533,36860,112601,1.0,0,3,3,1,SUCCESS,112601,JxvZqTZ9R2KUMZWCRYkvkw
25,pablo-ezequiel-inchausti,1693530738114,3,38913,36588,116739,0.6666666666666666,0,2,2,1,SUCCESS,116739,S5tsQuiDTZaSYiUn5Pd9gg
26,AJJ,1693538263072,3,40418,38384,121256,4.666666666666667,0,14,14,1,SUCCESS,121256,GzcPNbqvSVm_PUmP4_TZwA
27,Akiva,1693526950198,3,40826,34798,122479,1.3333333333333333,0,4,4,1,SUCCESS,122479,hsfJQ05mShW_UFBDkcXFyw
28,NT-systems,1693538445387,3,41906,40740,125719,3.3333333333333335,0,10,10,1,SUCCESS,125719,HbMU1KhuTeOuMru-g5hR-w
29,10xAttention#8832,1693540018765,3,42103,40713,126311,2.3333333333333335,0,7,7,1,SUCCESS,126311,zaiTere6R2SvXtR7CjKUKw
30,TRIANGLE,1693527600917,3,43179,39138,129537,3.0,0,8,9,2,SUCCESS,129537,jJO2zxP3QbKJmbaZ140TDA
31,Rautela,1693543547402,3,43337,41146,130012,0.3333333333333333,0,1,1,2,SUCCESS,130012,XVQu9gaeS22QpuuRvPNIcg
32,CM5-ABE-Tokyo,1693539919880,3,44007,42621,132023,0.3333333333333333,0,1,1,2,SUCCESS,132023,HTs-ojm2SfaZ4NFdJFhh4Q
33,huang-xin,1693538344131,3,47159,46668,141477,5.0,0,14,15,1,SUCCESS,141477,SQ9QakveR7mKIAoRMZFMrQ
34,Nohorserun-khimsoo,1693541338056,3,48142,38807,144427,5.666666666666667,0,17,17,2,SUCCESS,144427,l6daCBW9QX2WAykumD-_Jg
35,JPMC-MUMBAI-0100,1693530160849,3,48182,37929,144548,6.0,0,18,18,5,SUCCESS,144548,ZCj8B6bLQXe3PHdAV99vKw
