Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
JJ,1593348426631,3,19828,19137,59484,0.0,0,0,0,5452,1,SUCCESS,59484,afdcX_4vRH6Ussd0mbg5LQ
ChihYu-NCTU-CGI,1593162366455,3,19920,19664,59760,0.0,0,0,0,982,2,SUCCESS,59760,ihXnNlRDTz2-KvgATVkREw
Karl-NAB,1593410217979,3,22504,21992,67512,0.0,0,0,0,5374,3,SUCCESS,67512,4vOOxLIsSjeL2WFaO5o_fQ
Duckworth,1593543799879,3,24106,23864,72319,0.0,0,0,0,10,4,SUCCESS,72319,VIu9BQ4-Th6gUqu60ztwUQ
RayG-DBS,1591228980366,3,24604,23986,73814,0.0,0,0,0,363,5,SUCCESS,73814,YNrvM9f5RteeSrCl7oFC5w
Mentaiko-DevelopersIO,1592130047343,3,25011,23949,75035,0.0,0,0,0,1701,6,SUCCESS,75035,Wt5C8BPAS0OPlzY3-txb-w
Yeti,1593121478636,3,25365,24455,76096,0.0,0,0,0,721,7,SUCCESS,76096,1SGxAyrnQ96tWb-rolMeBQ
ShinyThings-DBS,1593483143822,3,25704,25396,77113,0.0,0,0,0,3802,8,SUCCESS,77113,_DmrtmMCQcuwssUB7luEFA
Fumiaki,1593501061720,3,25736,24881,77210,0.0,0,0,0,327,9,SUCCESS,77210,5RzBNYRAQoWVausi3eyhRg
Carl,1593268678479,3,26682,24070,80047,0.3333333333333333,0,1,1,1461,10,SUCCESS,80047,e4b63b5b770145668ba7aw
OneDudeDesign,1592799999341,3,26908,26377,80725,0.0,0,0,0,3746,11,SUCCESS,80725,tLd0GWYiT0qzqq6YRFVXhg
VaughanDiesel,1593465510420,3,27138,27024,81416,0.0,0,0,0,61,12,SUCCESS,81416,ca37b6d347cd4f69aa20bw
GT-DevelopersIO,1591273223018,3,27279,26915,81838,0.0,0,0,0,1502,13,SUCCESS,81838,8WSp4P7ZRn-jJgZLnugwkA
Airborne,1592458874005,3,27313,26788,81939,0.0,0,0,0,9,14,SUCCESS,81939,7_kPZw4kTcGRKGqVoLSa6g
Jianlong,1592032457625,3,27547,26210,82641,0.0,0,0,0,4067,15,SUCCESS,82641,vpsHYdBtSIq__1M9j1R21Q
X-DENSO,1592543318635,3,28107,27006,84322,0.0,0,0,0,242,16,SUCCESS,84322,gGfLcjTdQKydRi8J83b9yQ
Hagibis,1592126254595,3,28699,27895,86099,0.0,0,0,0,3,17,SUCCESS,86099,E7q3SkKETBarlF1ThkXfgA
Kire,1592701857036,3,29422,28260,88268,0.0,0,0,0,652,18,SUCCESS,88268,N0y9CR6fQN-a4UlAFsTC5Q
kimmizian,1593447465161,3,29673,29271,89019,0.0,0,0,0,509,19,SUCCESS,89019,t6NwFsqgS4mYnFeR3KVxsg
PolishThunder,1593429637884,3,29726,29391,89180,0.0,0,0,0,5263,20,SUCCESS,89180,qi512oGVTry8V-KtP6j2_w
IcePandaBoom,1593560552502,3,30101,29682,90304,0.0,0,0,0,3,21,SUCCESS,90304,BTPWujqqTBOWGAFvEKyRaA
gigi-DNPds,1592584885107,3,30367,30084,91102,0.0,0,0,0,20,22,SUCCESS,91102,nkTUmamiSOWmb8YpN0p7aw
JPMC-LONDON-HandsFree,1593458866748,3,30675,29883,92025,0.0,0,0,0,109,23,SUCCESS,92025,DZAYqyd-Tp6eE15IopWCgQ
Jerec,1591444139251,3,30676,29851,92029,0.0,0,0,0,22,24,SUCCESS,92029,RH6ep-5mRmmVLqHClba8_Q
JonathanRacer,1593494109712,3,30847,30439,92543,0.0,0,0,0,331,25,SUCCESS,92543,nya9ln7uRZ6yFkb9tRzrOw
DBro,1591122166674,3,31124,30654,93374,0.0,0,0,0,3638,26,SUCCESS,93374,jEkEOpjZRhGUbyDZIfTo_A
muzi,1592828688498,3,31511,30400,94533,0.0,0,0,0,333,27,SUCCESS,94533,-MRzonoQTti4O6q-Q7tYmQ
DANKracer3,1592836980794,3,31812,31681,95436,0.0,0,0,0,139,28,SUCCESS,95436,2a79510797544534a50a5w
ABaykov,1590976805807,3,31996,28842,95990,0.6666666666666666,0,2,2,67,29,SUCCESS,95990,aa28j7SWTd-LxMzvFoj_bA
nero-DNPds,1591065839027,3,32020,31009,96061,0.0,0,0,0,447,30,SUCCESS,96061,fdqnbHDPSbKcnf8kE5xuMQ
satussy777,1592022033994,3,32240,31645,96722,0.0,0,0,0,112,31,SUCCESS,96722,IYaF6LtbRWmZE9xBm87JmQ
UNO-DENSO,1592927773298,3,32504,30227,97512,0.3333333333333333,0,1,1,154,32,SUCCESS,97512,18Czo8KTQMOBWsHAmK9Uig
Robin-Castro,1590976716911,3,33168,29519,99505,0.6666666666666666,0,2,2,2,33,SUCCESS,99505,qaH8R2-8TlG79mslpdPfGg
firnnauriel,1592903619366,3,33207,30227,99621,0.3333333333333333,0,1,1,9,34,SUCCESS,99621,YdZNdGJDQuqSPa35TqZ3jA
FRacer,1593454624209,3,33215,30726,99647,0.3333333333333333,0,1,1,235,35,SUCCESS,99647,HxBcgthFRiiQk4C-fkWf-A
DeepLock-RaceMgr,1592807888314,3,33951,28961,101855,0.6666666666666666,0,2,2,172,36,SUCCESS,101855,f561007bd32648a3bf14aw
ARISE-DRC,1593296950024,3,34093,31075,102281,0.6666666666666666,0,2,2,12,37,SUCCESS,102281,c958aa79bfde4155bee53w
CJ-0376,1593017882728,3,34118,31137,102356,0.3333333333333333,0,1,1,123,38,SUCCESS,102356,be821972d0404c87bf26bQ
Roxies-Racer,1593092449231,3,34693,34091,104080,0.0,0,0,0,1,39,SUCCESS,104080,36ba8465f7494bb59f115Q
CODEGYM,1592794312662,3,34789,34345,104368,0.0,0,0,0,38,40,SUCCESS,104368,K6EgpSaPQPC6pBx2qnZBZg
BL334,1593537184028,3,35541,34125,106623,0.0,0,0,0,72,41,SUCCESS,106623,tVMLMJIBRkesYXchW5X3zQ
kotaro-DNPds,1591348651116,3,35837,34082,107511,0.3333333333333333,0,1,1,25,42,SUCCESS,107511,facd02b5788a4367b9cd2w
MohamedKhanafer,1591714849148,3,35931,31338,107795,0.6666666666666666,0,2,2,43,43,SUCCESS,107795,ab82f51a06884d0795fc0w
Asumi,1593260862493,3,35992,35819,107977,0.0,0,0,0,54,44,SUCCESS,107977,Uh5qLLBPQ9-M4OuwSQJKpQ
Galileo,1591261036201,3,36038,35544,108116,0.0,0,0,0,185,45,SUCCESS,108116,Y79AzaaOR-u4LVKMxu1Mdw
MattKreder,1593541942975,3,36140,33335,108422,0.3333333333333333,0,1,1,35,46,SUCCESS,108422,cVk-aYKdRUmuL0qmjyzmag
DarkChocolate,1591363615058,3,36550,34866,109651,0.3333333333333333,0,1,1,413,47,SUCCESS,109651,ROK8anfTQWqjqiA5F3p13Q
tomota,1593156129052,3,36818,35802,110455,0.0,0,0,0,37,48,SUCCESS,110455,9926ebb92f6c400daf55dw
FTSuan-DBS,1592186504060,3,37424,36989,112273,0.0,0,0,0,19,49,SUCCESS,112273,20690942d8b2427aa72adw
powerpeter,1591433067671,3,37670,36027,113010,0.0,0,0,0,29,50,SUCCESS,113010,8af7b60045f44f8b9aef1Q
Ernesto-PhilJ,1592409533359,3,38873,36543,116621,0.3333333333333333,0,1,1,7,51,SUCCESS,116621,8zBEAp0-S5yGbcZvytGZGQ
Garage-ISEP,1592157378632,3,39003,33435,117009,1.0,0,3,3,26,52,SUCCESS,117009,fzU7aL-jTYm9zKtUHFVFyw
Ghirardelli,1591719918572,3,39238,37849,117714,0.0,0,0,0,12,53,SUCCESS,117714,a0859e4c77aa4139809bbw
kimwooglae,1593076764446,3,39576,36301,118730,0.3333333333333333,0,1,1,1952,54,SUCCESS,118730,bOqKo-ebR_essdUaZVGO4Q
voyager-DNPds,1592380569328,3,39664,35910,118992,0.6666666666666666,0,2,2,22,55,SUCCESS,118992,B3zclzUaQp-3Yp_EEUbkTw
mocha,1592233400489,3,40585,38544,121755,0.3333333333333333,0,1,1,12,56,SUCCESS,121755,f4f09416c2a24006b38e0w
Test1-2,1593523951190,3,40749,39858,122249,0.0,0,0,0,2,57,SUCCESS,122249,-gS_xaU_Rb6RiQhrUSyXLw
mayurmadnani,1593123335899,3,40795,32346,122387,1.6666666666666667,0,5,5,592,58,SUCCESS,122387,hr8K12KMRhSIDUEJbQT8fg
DeepRacerMS1-clone-new1,1592809174476,3,40825,36939,122477,0.6666666666666666,0,2,2,57,59,SUCCESS,122477,c0ef961efeff45ea8d15dw
RunBabyRun,1591286356552,3,41038,37237,123116,0.6666666666666666,0,2,2,44,60,SUCCESS,123116,doD1-J-eSrOBOrxWtvFiHg
kito-DNPds,1593174325230,3,41138,40738,123414,0.0,0,0,0,4,61,SUCCESS,123414,dcc904ea2d08481d97d30Q
Adam-H,1592114144809,3,41146,40394,123438,0.0,0,0,0,13,62,SUCCESS,123438,63LM4ZOGRmyM9GjZ-IVJgg
Smiles93,1591025130860,3,41687,41333,125062,0.0,0,0,0,312,63,SUCCESS,125062,ZQh09nrpQCmztIynuKW9bw
LarsT,1591470760122,3,41689,33823,125067,1.3333333333333333,0,4,4,33,64,SUCCESS,125067,314bd180f5224f78b41e8Q
SchrodingerBot,1592909513334,3,42460,40607,127380,0.6666666666666666,0,2,2,3,65,SUCCESS,127380,bad5ec33cea440cb991f4w
MING-CHUN,1591679061237,3,42811,38506,128435,0.6666666666666666,0,2,2,5,66,SUCCESS,128435,qoQoafc4RhGMzWx_fwBp4w
kent,1593082062306,3,42989,37135,128969,1.0,0,3,3,26,67,SUCCESS,128969,0a24449a721946299ff15w
nalbam-me,1590986662115,3,43428,32837,130286,2.0,0,6,6,516,68,SUCCESS,130286,PnRru4vBRkeyT4xX6LOCtw
SBPE,1592605348510,3,44613,40828,133840,1.6666666666666667,0,5,5,18,69,SUCCESS,133840,JALCrP8MRgmm3tgOPEyN2A
BSi,1591756681657,3,44970,41387,134910,1.6666666666666667,0,5,5,6,70,SUCCESS,134910,2eb231b0a43f4940bfed3w
manzooi,1591888001319,3,45287,42098,135861,0.6666666666666666,0,2,2,3,71,SUCCESS,135861,d69bf69bafe74307b325fQ
Redfalcon5,1593120506427,3,45320,39385,135962,1.0,0,3,3,2,72,SUCCESS,135962,72fe3611f672449f8be96Q
Lina,1593544499826,3,45585,45206,136757,0.0,0,0,0,37,73,SUCCESS,136757,XeBgwELvQ_uvlo7ETeWk6w
MOROCAR,1592807662664,3,45658,41933,136975,1.6666666666666667,0,5,5,26,74,SUCCESS,136975,s7WdCQAvRcypidcC_dKfiw
hoomy-DDSds,1591257932955,3,46357,39218,139072,2.0,0,6,6,13,75,SUCCESS,139072,2b499dd1363247b1a5067w
CaliSchwiizer,1591030314717,3,46818,43579,140456,1.6666666666666667,0,5,5,1,76,SUCCESS,140456,5058375c4d2440908e5b1Q
Konatsu-bakuso,1592205444381,3,46906,45221,140719,0.3333333333333333,0,1,1,18,77,SUCCESS,140719,cWcpMeisRgyf7gGj6fmCaA
masaminh,1592256690255,3,47244,46276,141732,0.0,0,0,0,23,78,SUCCESS,141732,3f4b99c85f324fad91bb5w
think,1593115127026,3,47621,40649,142864,1.0,0,3,3,1891,79,SUCCESS,142864,IHHC4YftQLaMAs0VyXFJzw
JustPureVelocity,1592677673421,3,47936,46743,143810,0.0,0,0,0,6,80,SUCCESS,143810,8zSi2NZ3TDOKIAqwi6hA0w
mellowmonk,1592957301620,3,47965,43646,143897,0.6666666666666666,0,2,2,7,81,SUCCESS,143897,29hQG1MHQbWGXmMmgvml7g
tc-test,1591505109077,3,48039,47784,144117,2.0,0,6,6,12,82,SUCCESS,144117,4548b94fc8d94a20b6057w
Audi8,1591897766660,3,48113,47588,144340,0.0,0,0,0,6,83,SUCCESS,144340,9d54cb2a355842d3bcdf8w
Joffe-Cybercom,1592860909523,3,48539,43196,145618,3.0,0,9,9,5,84,SUCCESS,145618,320210329243470488ac3w
X-Zhao,1593479771927,3,49171,46206,147514,0.3333333333333333,0,1,1,30,85,SUCCESS,147514,38cc0fca0add483abf5b1w
