Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
rosscomp1,1670450827003,3,12909,12267,38727,0.0,0,0,0,1,1,SUCCESS,38727,fb0d597a87f94697aa1c6w
BennyLBS,1670463254689,3,13686,12866,41058,0.0,0,0,0,2,2,SUCCESS,41058,wD3fjDFZTJaZd9AU7WRDlA
nickyl,1670463092880,3,14973,13132,44919,0.3333333333333333,0,1,1,1,3,SUCCESS,44919,O0GALYAoRfGA0kUV6ftgqQ
JPMC-Rogue-HYD,1670467243340,3,15175,13665,45527,0.3333333333333333,0,1,1,2,4,SUCCESS,45527,LKdw_hyKTSu7moFuxbmiZw
5dl,1670470925338,3,15820,15335,47461,0.0,0,0,0,3,5,SUCCESS,47461,DBVc9n_uQ0-r-Cqkz3YweA
PolishThunder,1670469518949,3,16374,15999,49124,0.0,0,0,0,50,6,SUCCESS,49124,qi512oGVTry8V-KtP6j2_w
TonyJ,1670467481848,3,18381,17865,55145,1.0,0,3,3,1,7,SUCCESS,55145,af962be5a4ed4c57af807w
amkerr,1670458711314,3,18398,17868,55194,0.0,0,0,0,81,8,SUCCESS,55194,2R1bsOUiRceGpNP9wKliAw
Tomorrowland-Speedway,1670462735196,3,18462,16534,55387,0.3333333333333333,0,1,1,6,9,SUCCESS,55387,AuyCOezGRKOT-zoMo85Ekg
nalbam-me,1670472630410,3,21087,20865,63261,0.0,0,0,0,12,10,SUCCESS,63261,PnRru4vBRkeyT4xX6LOCtw
raj-1205,1670457462850,3,23662,23328,70987,0.0,0,0,0,2,11,SUCCESS,70987,558a49745f8843aea7db6w
CleanHacker#1729,1670469298061,3,25527,22268,76583,0.6666666666666666,0,1,2,9,12,SUCCESS,76583,2DKXcqsqSKCgFZSLE5b83A
AravindVCyber,1670468532307,3,25665,24396,76997,0.3333333333333333,0,1,1,2,13,SUCCESS,76997,4WpVgL2TRrW0orrL7I6wpA
RacingPhoenix,1670470991082,3,26996,26537,80989,1.0,0,3,3,4,14,SUCCESS,80989,czOx0b4wS2uL4vzU92TnCg
IntelligentTag#0042,1670473162315,3,28620,27200,85861,1.3333333333333333,0,4,4,1,15,SUCCESS,85861,pspTbGb2ROaEVPxyYZy_mQ
MobileGlyph#6651,1670466089318,3,29109,26202,87329,2.6666666666666665,0,8,8,2,16,SUCCESS,87329,rWu0pZ9kSBW7SCICeyBgNw
20180436,1670475574156,3,36071,35017,108214,5.333333333333333,0,16,16,4,17,SUCCESS,108214,0V4eRl8kR4iImWxYoXrJ-w
DnS,1670474522191,3,37352,33594,112058,4.333333333333333,0,13,13,2,18,SUCCESS,112058,97db0b940fa84c5195d77Q
20181345,1670458949019,3,38951,36056,116853,4.0,0,12,12,1,19,SUCCESS,116853,l2IS8IOAQUKKfya56O0hUg
NestedGrid#8164,1670473440370,3,40151,39863,120453,4.0,0,12,12,1,20,SUCCESS,120453,yHWrKWWPQGypl980Tij1iQ
Davids-NightMare,1670472482870,3,42154,36530,126463,6.0,0,18,18,1,21,SUCCESS,126463,8ac7f6ca851b443b9a72cQ
KWON,1670470932205,3,42554,37131,127662,6.333333333333333,0,19,19,2,22,SUCCESS,127662,DplPbQepT5iDPJ0_iSmzHg
allthmbsamy,1670456526763,3,43113,39737,129339,6.0,0,18,18,8,23,SUCCESS,129339,yBF92DAoRYSy4L-UtDVU3g
VirtualPoint#6949,1670475944804,3,43843,40532,131529,1.6666666666666667,0,5,5,1,24,SUCCESS,131529,wyINe0odRHi1g8tKBHZ0kg
10xPointer#4221,1670465928792,3,43912,41397,131738,4.333333333333333,0,13,13,3,25,SUCCESS,131738,3wyw2NKNRQWiatM61C-qCw
ImportantWorkaround#2203,1670474289231,3,46336,41333,139008,6.333333333333333,0,19,19,2,26,SUCCESS,139008,oKaw-e93Snq2aILID7KUng
ProcessingString#6893,1670473917149,3,46650,45018,139951,5.333333333333333,0,16,16,1,27,SUCCESS,139951,BUujnaKVSsiEqEB3ppkNog
Everest-DNPds,1670468473267,3,47664,36068,142994,6.666666666666667,0,20,20,6,28,SUCCESS,142994,13eb4731e0c1457ca4d7dw
InfiniteByte#2594,1670463247321,3,49598,42067,148796,6.0,0,18,18,1,29,SUCCESS,148796,6XFCi48mTVe0oLh8GVQuwA
gauravShah#7322,1670461056267,3,49668,43995,149005,9.666666666666666,0,29,29,3,30,SUCCESS,149005,9XJ8Z0YjTBeUtVaoKwv0cQ
