Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
Kalky,1614587539566,3,46614,42730,139844,1.6666666666666667,0,5,5,1,1,SUCCESS,139844
NowSomeDonkeyCar,1614590961844,3,55575,45001,166727,4.0,0,12,12,8,2,SUCCESS,166727
GoodmanKR,1614585105343,3,56314,40072,168944,4.0,0,12,12,27,3,SUCCESS,168944
Heisenberg,1614564865681,3,63099,60566,189299,0.6666666666666666,0,2,2,1,4,SUCCESS,189299
RedRacer2021,1614599582318,3,67052,66149,201158,0.3333333333333333,0,1,1,1,5,SUCCESS,201158
ironbarrel1,1614600330074,3,68432,62218,205297,3.0,0,9,9,1,6,SUCCESS,205297
funny,1614582927969,3,68906,65052,206719,1.0,0,3,3,0,7,SUCCESS,206719
TechGenius,1614591271767,3,86816,84342,260449,1.3333333333333333,0,4,4,0,8,SUCCESS,260449
CPTest,1614576637324,3,93804,91425,281413,0.0,0,0,0,0,9,SUCCESS,281413
Redfalcon5,1614598588850,3,93884,91789,281652,2.3333333333333335,0,7,7,0,10,SUCCESS,281652
Dharani1,1614567227623,3,94853,90202,284561,9.666666666666666,0,29,29,0,11,SUCCESS,284561
Weaver,1614597699920,3,103260,95768,309780,1.0,0,3,3,4,12,SUCCESS,309780
DR-1,1614588653474,3,104970,85636,314911,11.666666666666666,0,35,35,1,13,SUCCESS,314911
ModelA,1614596645829,3,105302,102751,315908,1.0,0,2,3,0,14,SUCCESS,315908
MariusAndersen,1614594600699,3,105781,94939,317345,11.0,0,33,33,0,15,SUCCESS,317345
drunken-monkey,1614598825211,3,108243,104934,324730,11.333333333333334,0,33,34,0,16,SUCCESS,324730
AskJag07,1614588122875,3,111187,105658,333562,3.6666666666666665,0,11,11,1,17,SUCCESS,333562
amol-league,1614580683532,3,114203,110148,342611,5.333333333333333,0,16,16,1,18,SUCCESS,342611
GregRacing,1614580643220,3,125120,120030,375360,10.0,0,30,30,0,19,SUCCESS,375360
ConnorSutton-01,1614584551571,3,133119,127392,399357,14.333333333333334,0,43,43,0,20,SUCCESS,399357
dsh01,1614601065512,3,135187,130936,405563,0.6666666666666666,0,2,2,3,21,SUCCESS,405563
DH,1614571274580,3,139037,126724,417111,17.333333333333332,0,52,52,0,22,SUCCESS,417111
2021PreSeason-SmartModel24,1614581089552,3,149183,134421,447550,12.666666666666666,0,38,38,0,23,SUCCESS,447550
RCube,1614575327912,3,159032,132039,477098,12.0,0,36,36,0,24,SUCCESS,477098
Priyal318,1614573940259,3,180667,156210,542002,13.333333333333334,0,40,40,1,25,SUCCESS,542002
VikingOne,1614597040555,3,185497,184618,556492,0.0,0,0,0,0,26,SUCCESS,556492
PlatanoRacer,1614599769578,3,186358,175461,559076,18.0,0,54,54,0,27,SUCCESS,559076
KeisukeKondo,1614580238691,3,206772,197513,620317,30.666666666666668,0,92,92,6,28,SUCCESS,620317
Amaranth,1614574923876,3,295816,291074,887450,22.666666666666668,0,68,68,0,29,SUCCESS,887450
NationalDayniehongbo,1614586476254,3,328203,313253,984609,50.666666666666664,0,152,152,0,30,SUCCESS,984609
